Type,Date,Code_Departement,Commune,Area (ha),Cause,ID_new
Foret,2020-03-31,26,CURNIER,1.0,Accidentelle,1
Foret,2020-04-02,13,FARE-LES-OLIVIERS (LA),0.1,Vehicules,2
Foret,2020-04-02,13,SAINT-CANNAT,0.12,Travaux (Particuliers),4
Foret,2020-04-03,26,GRIGNAN,0.3,Malveillance,8
Foret,2020-04-04,26,VINSOBRES,1.53,Travaux Agricoles,10
Foret,2020-04-04,26,AUTICHAMP,1.1,Travaux Agricoles,11
Foret,2020-04-05,34,SALVETAT-SUR-AGOUT (LA),0.2736,Travaux Industriels/Publics,13
Foret,2020-04-05,2A,OTA,0.01,Depot d'Ordures,14
Foret,2020-04-06,7,SAINT-PIERREVILLE,0.05,Jet D'Objets Incandescents,15
Foret,2020-04-06,48,SAINT-PIERRE-DES-TRIPIERS,1.0,Reprise Incendie,16
Foret,2020-04-07,83,FAYENCE,0.6,Travaux (Particuliers),20
Foret,2020-04-07,66,LATOUR-DE-FRANCE,0.5,Travaux Agricoles,22
Foret,2020-04-07,34,LAGAMAS,0.7092,Travaux Agricoles,23
Foret,2020-04-09,7,LANARCE,1.0,Travaux Agricoles,27
Foret,2020-04-09,34,SAINT-JEAN-DE-CUCULLES,1.2673,Travaux Industriels/Publics,31
Foret,2020-04-10,26,VENTEROL,0.5,Malveillance,36
Foret,2020-04-10,13,TARASCON,0.2,Travaux (Particuliers),37
Foret,2020-04-11,48,SAINT-ANDEOL-DE-CLERGUEMORT,0.79,Pyromanie,41
Foret,2020-04-12,2A,ZONZA,0.01,Travaux (Particuliers),45
Foret,2020-04-13,84,VALREAS,0.86,Vehicules,47
Foret,2020-04-13,83,CADIERE-D'AZUR (LA),0.01,Travaux (Particuliers),48
Foret,2020-04-14,2A,APPIETTO,0.008,Travaux Agricoles,49
Foret,2020-04-14,26,AULAN,0.34,Malveillance,50
Foret,2020-04-15,48,MOLEZON,9.34,Jet D'Objets Incandescents,51
Foret,2020-04-15,83,ENTRECASTEAUX,0.35,Travaux Forestiers,52
Foret,2020-04-15,83,LUC (LE),0.002,Loisirs (Particuliers),53
Foret,2020-04-15,7,JOANNAS,0.4,Travaux (Particuliers),54
Foret,2020-04-16,2A,SARTENE,0.003,Travaux (Particuliers),55
Foret,2020-04-16,2A,OLIVESE,0.15,Depot d'Ordures,59
Foret,2020-04-17,2A,ARBORI,0.05,Travaux (Particuliers),61
Foret,2020-04-18,2A,BOCOGNANO,0.04,Travaux (Particuliers),64
Foret,2020-04-18,83,NANS-LES-PINS,0.0002,Loisirs (Particuliers),65
Foret,2020-04-18,2A,BOCOGNANO,0.0001,Reprise Incendie,66
Foret,2020-04-24,83,SEILLANS,0.15,Travaux (Particuliers),67
Foret,2020-05-05,2A,CARGESE,0.003,Travaux (Particuliers),71
Foret,2020-05-06,2A,COZZANO,0.01,Travaux (Particuliers),72
Foret,2020-05-08,2A,PIANA,0.003,Travaux (Particuliers),74
Foret,2020-05-08,83,SAINT-ANTONIN-DU-VAR,0.185,Travaux (Particuliers),75
Foret,2020-05-10,2A,AMBIEGNA,0.01,Travaux Agricoles,76
Foret,2020-05-10,2A,OTA,0.01,Travaux (Particuliers),77
Foret,2020-05-19,34,VENDEMIAN,1.2191,Travaux Forestiers,78
Foret,2020-05-21,7,SAINT-ANDEOL-DE-VALS,0.2,Loisirs (Particuliers),80
Foret,2020-05-23,2A,SAINTE-LUCIE-DE-TALLANO,0.04,Travaux (Particuliers),81
Foret,2020-05-24,83,COLLOBRIERES,0.016,Conflit,83
Foret,2020-05-25,13,MARTIGUES,0.02,Malveillance,84
Foret,2020-05-25,48,CHANAC,0.006,Travaux Agricoles,85
Foret,2020-05-25,13,SAINT-MARTIN-DE-CRAU,0.0012,Vehicules,86
Foret,2020-05-26,13,EGUILLES,0.001,Vehicules,87
Foret,2020-05-26,2A,APPIETTO,0.01,Travaux (Particuliers),88
Foret,2020-05-29,13,LAMBESC,0.02,Loisirs (Particuliers),91
Foret,2020-05-29,83,BRIGNOLES,0.0002,Travaux (Particuliers),92
Foret,2020-05-30,7,MONTSELGUES,0.2,Travaux (Particuliers),93
Foret,2020-05-31,7,FAUGERES,0.01,Lignes Electriques,94
Foret,2020-06-03,48,SAINT-ETIENNE-VALLEE-FRANCAISE,0.04,Foudre,99
Foret,2020-06-05,2B,AGHIONE,89.82,Malveillance,101
Foret,2020-06-06,5,SAINT-ANDRE-D'EMBRUN,0.05,Reprise Incendie,102
Foret,2020-06-07,13,PORT-DE-BOUC,0.0142,Vehicules,103
Foret,2020-06-08,66,RIVESALTES,0.7,Malveillance,104
Foret,2020-06-10,2A,COGGIA,1.374,Travaux (Particuliers),107
Foret,2020-06-10,13,MARTIGUES,0.1,Malveillance,109
Foret,2020-06-10,13,SALON-DE-PROVENCE,0.002,Malveillance,110
Foret,2020-06-11,13,SALON-DE-PROVENCE,0.001,Jet D'Objets Incandescents,111
Foret,2020-06-12,66,RIVESALTES,1.0,Chemin De Fer,113
Foret,2020-06-12,66,RIVESALTES,0.25,Chemin De Fer,115
Foret,2020-06-14,2A,VICO,0.0475,Travaux (Particuliers),120
Foret,2020-06-15,13,MARTIGUES,0.021,Malveillance,122
Foret,2020-06-15,66,CORNEILLA-LA-RIVIERE,0.5,Travaux Forestiers,123
Foret,2020-06-15,84,PIOLENC,0.26,Involontaire (particulier),125
Foret,2020-06-16,2A,SERRIERA,0.03,Depot d'Ordures,126
Foret,2020-06-17,83,CROIX-VALMER (LA),0.005,Travaux Industriels/Publics,127
Foret,2020-06-17,34,LODEVE,0.2008,Loisirs (Particuliers),128
Foret,2020-06-17,13,PENNES-MIRABEAU (LES),0.05,Jet D'Objets Incandescents,130
Foret,2020-06-17,34,SAINT-JEAN-DE-LA-BLAQUIERE,0.0463,Malveillance,131
Foret,2020-06-19,2A,SOTTA,0.008,Involontaire (particulier),135
Foret,2020-06-19,2A,CAURO,0.03,Travaux (Particuliers),136
Foret,2020-06-19,2A,APPIETTO,0.1,Travaux Industriels/Publics,137
Foret,2020-06-19,34,JONCELS,0.0236,Vehicules,138
Foret,2020-06-20,2A,PORTO-VECCHIO,0.05,Vehicules,139
Foret,2020-06-20,83,CARNOULES,0.3,Involontaire (particulier),140
Foret,2020-06-21,2A,ZOZA,0.01,Travaux (Particuliers),144
Foret,2020-06-22,13,BOUC-BEL-AIR,0.0005,Jet D'Objets Incandescents,147
Foret,2020-06-22,13,VITROLLES,0.001,Loisirs (Particuliers),148
Foret,2020-06-22,6,CANNES,0.1,Travaux Forestiers,150
Foret,2020-06-22,2A,LECCI,0.3,Travaux (Particuliers),151
Foret,2020-06-22,2A,PIANA,0.0215,Travaux (Particuliers),152
Foret,2020-06-23,2B,AGHIONE,0.1,Travaux Agricoles,154
Foret,2020-06-24,13,TARASCON,0.001,Vehicules,156
Foret,2020-06-24,2A,FOZZANO,0.02,Travaux (Particuliers),157
Foret,2020-06-24,13,CHARLEVAL,0.0002,Jet D'Objets Incandescents,158
Foret,2020-06-24,2A,VERO,0.0001,Travaux (Particuliers),159
Foret,2020-06-24,13,EGUILLES,0.2,Chemin De Fer,162
Foret,2020-06-24,13,SALON-DE-PROVENCE,0.004,Malveillance,163
Foret,2020-06-25,13,PUY-SAINTE-REPARADE (LE),0.015,Jet D'Objets Incandescents,165
Foret,2020-06-26,13,MIMET,0.002,Vehicules,167
Foret,2020-06-26,13,PORT-DE-BOUC,6.2,Travaux Agricoles,168
Foret,2020-06-26,26,BAUME-DE-TRANSIT (LA),1.04,Involontaire (particulier),169
Foret,2020-06-26,2A,ALATA,0.25,Travaux Industriels/Publics,170
Foret,2020-06-26,13,PENNES-MIRABEAU (LES),0.002,Jet D'Objets Incandescents,172
Foret,2020-06-26,13,PUYLOUBIER,0.15,Jet D'Objets Incandescents,173
Foret,2020-06-27,48,CHANAC,0.015,Loisirs (Particuliers),176
Foret,2020-06-28,13,AIX-EN-PROVENCE,0.0005,Jet D'Objets Incandescents,177
Foret,2020-06-28,13,JOUQUES,0.005,Malveillance,178
Foret,2020-06-28,34,SAINT-JEAN-DE-LA-BLAQUIERE,0.7478,Malveillance,179
Foret,2020-06-28,2B,CANARI,0.4,Interet,180
Foret,2020-06-29,13,GEMENOS,0.02,Travaux Agricoles,184
Foret,2020-06-29,13,ROVE (LE),0.002,Loisirs (Particuliers),185
Foret,2020-06-29,13,FOS-SUR-MER,0.03,Malveillance,187
Foret,2020-06-29,13,LANCON-PROVENCE,0.3,Jet D'Objets Incandescents,188
Foret,2020-06-29,13,MARTIGUES,0.01,Malveillance,189
Foret,2020-06-29,13,MARTIGUES,0.01,Malveillance,190
Foret,2020-06-29,13,GARDANNE,0.06,Lignes Electriques,191
Foret,2020-06-30,13,MARTIGUES,0.005,Depot d'Ordures,192
Foret,2020-07-01,4,AIGLUN,0.2,Accidentelle,196
Foret,2020-07-02,2A,ZONZA,0.0001,Travaux (Particuliers),198
Foret,2020-07-02,4,CHATEAUNEUF-VAL-SAINT-DONAT,0.001,Foudre,199
Foret,2020-07-03,13,ARLES,0.008,Malveillance,201
Foret,2020-07-03,34,SAINT-JEAN-DE-FOS,2.3931,Travaux Forestiers,202
Foret,2020-07-03,6,DALUIS,1.3,Foudre,203
Foret,2020-07-03,7,LAURAC-EN-VIVARAIS,1.0,Foudre,204
Foret,2020-07-03,13,AUBAGNE,0.002,Jet D'Objets Incandescents,205
Foret,2020-07-04,34,CASTRIES,0.0099,Travaux Forestiers,207
Foret,2020-07-04,66,BARCARES (LE),10.0,Malveillance,208
Foret,2020-07-04,13,PENNES-MIRABEAU (LES),0.2,Jet D'Objets Incandescents,213
Foret,2020-07-04,66,CLAIRA,1.0,Malveillance,214
Foret,2020-07-04,48,VIGNES (LES),0.015,Loisirs (Particuliers),215
Foret,2020-07-05,2A,FIGARI,0.005,Travaux (Particuliers),218
Foret,2020-07-05,30,COMPS,8.605,Vehicules,219
Foret,2020-07-05,2A,ZONZA,0.006,Travaux (Particuliers),221
Foret,2020-07-05,34,PAULHAN,1.5462,Malveillance,222
Foret,2020-07-06,30,NIMES,0.3,Malveillance,224
Foret,2020-07-06,34,NISSAN-LEZ-ENSERUNE,0.6316,Malveillance,225
Foret,2020-07-06,13,CASSIS,0.001,Jet D'Objets Incandescents,226
Foret,2020-07-06,34,LODEVE,0.0069,Involontaire (travaux),227
Foret,2020-07-06,83,ROQUEBRUNE-SUR-ARGENS,0.01,Travaux Industriels/Publics,230
Foret,2020-07-06,13,MARTIGUES,1.66,Travaux (Particuliers),231
Foret,2020-07-06,13,MARTIGUES,1.43,Depot d'Ordures,232
Foret,2020-07-06,26,SAINT-BARTHELEMY-DE-VALS,0.8,Malveillance,233
Foret,2020-07-06,13,PLAN-D'ORGON,4.0,Malveillance,234
Foret,2020-07-06,13,AIX-EN-PROVENCE,0.01,Jet D'Objets Incandescents,235
Foret,2020-07-06,13,MEYREUIL,0.001,Jet D'Objets Incandescents,236
Foret,2020-07-06,13,CASSIS,0.001,Depot d'Ordures,238
Foret,2020-07-06,13,MARTIGUES,0.198,Malveillance,239
Foret,2020-07-06,6,TRINITE (LA),0.04,Malveillance,240
Foret,2020-07-06,13,CABRIES,0.3,Depot d'Ordures,242
Foret,2020-07-07,13,VITROLLES,0.0005,Jet D'Objets Incandescents,244
Foret,2020-07-07,84,CHEVAL-BLANC,0.049,Lignes Electriques,245
Foret,2020-07-07,13,VITROLLES,0.8,Travaux Agricoles,246
Foret,2020-07-07,66,SAINT-ESTEVE,8.0,Travaux Industriels/Publics,248
Foret,2020-07-07,2B,GHISONACCIA,0.5,Involontaire (travaux),250
Foret,2020-07-07,7,DESAIGNES,0.6,Foudre,251
Foret,2020-07-07,13,SAINT-ESTEVE-JANSON,0.005,Vehicules,253
Foret,2020-07-07,34,LOUPIAN,13.5801,Jet D'Objets Incandescents,254
Foret,2020-07-07,13,VELAUX,0.025,Jet D'Objets Incandescents,255
Foret,2020-07-07,13,PORT-DE-BOUC,0.001,Jet D'Objets Incandescents,256
Foret,2020-07-07,6,CANTARON,0.5,Malveillance,257
Foret,2020-07-07,66,ESPIRA-DE-L'AGLY,0.5,Malveillance,258
Foret,2020-07-07,13,MIRAMAS,0.1,Vehicules,259
Foret,2020-07-07,48,MENDE,0.002,Pyromanie,260
Foret,2020-07-08,48,VIALAS,0.001,Travaux (Particuliers),262
Foret,2020-07-08,13,AURIOL,0.15,Travaux (Particuliers),263
Foret,2020-07-08,13,VAUVENARGUES,0.001,Vehicules,265
Foret,2020-07-08,48,CHANAC,0.22,Travaux Agricoles,266
Foret,2020-07-08,26,VALENCE,0.02,Jet D'Objets Incandescents,267
Foret,2020-07-08,66,VILLELONGUE-DELS-MONTS,0.1,Loisirs (Particuliers),269
Foret,2020-07-08,34,PERET,51.71,Malveillance,270
Foret,2020-07-08,2A,OTA,0.003,Jet D'Objets Incandescents,271
Foret,2020-07-08,5,ROUSSET,0.12,Accidentelle,273
Foret,2020-07-09,13,CABRIES,0.02,Lignes Electriques,275
Foret,2020-07-09,66,ESTAGEL,0.8,Vehicules,276
Foret,2020-07-09,30,POULX,1.3265,Malveillance,277
Foret,2020-07-09,4,SAINT-PAUL-SUR-UBAYE,0.0004,Lignes Electriques,278
Foret,2020-07-09,34,PINET,0.0117,Accidentelle,279
Foret,2020-07-09,34,VALFLAUNES,1.4097,Accidentelle,280
Foret,2020-07-10,13,SAINT-MITRE-LES-REMPARTS,0.02,Vehicules,282
Foret,2020-07-10,66,ESTAGEL,28.63,Malveillance,283
Foret,2020-07-10,48,SAINT-ETIENNE-VALLEE-FRANCAISE,0.0038,Foudre,284
Foret,2020-07-10,7,SAINT-ALBAN-AURIOLLES,0.1,Foudre,285
Foret,2020-07-10,4,TURRIERS,0.05,Foudre,287
Foret,2020-07-11,30,MARGUERITTES,0.0968,Malveillance,289
Foret,2020-07-11,66,SAINT-ANDRE,0.6,Malveillance,290
Foret,2020-07-11,34,PEGAIROLLES-DE-L'ESCALETTE,0.1559,Accidentelle,293
Foret,2020-07-11,34,CLERMONT-L'HERAULT,0.0726,Jet D'Objets Incandescents,294
Foret,2020-07-12,13,AUBAGNE,0.003,Jet D'Objets Incandescents,296
Foret,2020-07-12,13,SEPTEMES-LES-VALLONS,0.05,Jet D'Objets Incandescents,297
Foret,2020-07-12,2A,PIANA,2.1346,Vehicules,301
Foret,2020-07-12,34,CESSENON-SUR-ORB,0.1836,Malveillance,302
Foret,2020-07-12,7,BOULIEU-LES-ANNONAY,0.004,Lignes Electriques,303
Foret,2020-07-13,48,LANUEJOLS,0.001,Lignes Electriques,307
Foret,2020-07-13,2B,CASTELLO-DI-ROSTINO,32.26,Malveillance,308
Foret,2020-07-13,34,MAUGUIO,0.7934,Pyromanie,309
Foret,2020-07-13,34,GRANDE-MOTTE (LA),0.0522,Malveillance,310
Foret,2020-07-13,34,GRANDE-MOTTE (LA),0.0146,Malveillance,311
Foret,2020-07-13,13,MOURIES,1.5,Travaux (Particuliers),312
Foret,2020-07-13,2A,PORTO-VECCHIO,0.03,Foudre,313
Foret,2020-07-13,34,BEZIERS,0.744,Travaux (Particuliers),316
Foret,2020-07-13,2A,SANTA-MARIA-SICHE,0.01,Foudre,317
Foret,2020-07-13,13,SAINT-CANNAT,0.005,Jet D'Objets Incandescents,319
Foret,2020-07-14,34,AUMES,0.06,Accidentelle,321
Foret,2020-07-14,66,PERPIGNAN,1.5,Malveillance,322
Foret,2020-07-14,5,TRESCLEOUX,4.11,Travaux (Particuliers),326
Foret,2020-07-14,34,QUARANTE,29.57,Accidentelle,328
Foret,2020-07-14,48,LACHAMP,0.38,Travaux Agricoles,329
Foret,2020-07-14,13,SAUSSET-LES-PINS,0.02,Vehicules,330
Foret,2020-07-14,13,SEPTEMES-LES-VALLONS,0.15,Jet D'Objets Incandescents,331
Foret,2020-07-14,13,MARSEILLE,0.05,Accidentelle,332
Foret,2020-07-14,48,BLEYMARD (LE),0.001,Travaux (Particuliers),333
Foret,2020-07-14,34,CLERMONT-L'HERAULT,0.4173,Accidentelle,338
Foret,2020-07-15,13,AIX-EN-PROVENCE,0.01,Vehicules,340
Foret,2020-07-15,66,CANOHES,2.0,Vehicules,341
Foret,2020-07-15,13,SAINT-PAUL-LES-DURANCE,0.003,Jet D'Objets Incandescents,345
Foret,2020-07-15,30,NIMES,0.2,Malveillance,346
Foret,2020-07-15,4,SAINTE-CROIX-DU-VERDON,0.18,Loisirs (Particuliers),347
Foret,2020-07-15,34,VAILHAUQUES,0.8735,Travaux (Particuliers),348
Foret,2020-07-15,48,CASSAGNAS,0.002,Travaux (Particuliers),349
Foret,2020-07-15,13,SALON-DE-PROVENCE,0.1,Jet D'Objets Incandescents,352
Foret,2020-07-16,2A,SAN-GAVINO-DI-CARBINI,0.003,Foudre,359
Foret,2020-07-16,4,PIERRERUE,0.83,Travaux Agricoles,361
Foret,2020-07-16,13,MOURIES,2.4,Travaux Forestiers,363
Foret,2020-07-16,13,AIX-EN-PROVENCE,0.02,Jet D'Objets Incandescents,366
Foret,2020-07-16,34,SAINT-JEAN-DE-LA-BLAQUIERE,0.022,Malveillance,367
Foret,2020-07-17,13,MARTIGUES,0.001,Depot d'Ordures,372
Foret,2020-07-17,13,VENELLES,0.002,Malveillance,373
Foret,2020-07-17,34,ADISSAN,0.9739,Malveillance,374
Foret,2020-07-17,13,EYGALIERES,0.37,Jet D'Objets Incandescents,375
Foret,2020-07-17,34,QUARANTE,0.0076,Reprise Incendie,376
Foret,2020-07-17,66,LAROQUE-DES-ALBERES,8.0,Malveillance,377
Foret,2020-07-17,34,GRANDE-MOTTE (LA),0.2367,Reprise Incendie,379
Foret,2020-07-18,66,PIA,1.7,Malveillance,383
Foret,2020-07-18,34,VAILHAUQUES,0.0081,Reprise Incendie,387
Foret,2020-07-18,34,NEFFIES,0.3902,Malveillance,388
Foret,2020-07-18,66,ESPIRA-DE-L'AGLY,0.5,Malveillance,389
Foret,2020-07-19,4,MONTLAUX,0.28,Travaux Agricoles,392
Foret,2020-07-19,30,GENERARGUES,13.0605,Malveillance,393
Foret,2020-07-19,13,AIX-EN-PROVENCE,0.0002,Vehicules,395
Foret,2020-07-19,66,CASES-DE-PENE,1.0,Malveillance,396
Foret,2020-07-20,13,NOVES,0.02,Jet D'Objets Incandescents,397
Foret,2020-07-20,4,SIMIANE-LA-ROTONDE,0.19,Jet D'Objets Incandescents,400
Foret,2020-07-20,34,NEFFIES,0.0001,Reprise Incendie,401
Foret,2020-07-20,2B,ALERIA,0.04,Malveillance,402
Foret,2020-07-20,2B,ALERIA,3.3,Malveillance,403
Foret,2020-07-20,34,FRONTIGNAN,0.0388,Travaux (Particuliers),404
Foret,2020-07-21,34,SETE,0.0855,Loisirs (Particuliers),405
Foret,2020-07-21,34,ROQUEBRUN,0.0005,Travaux (Particuliers),406
Foret,2020-07-21,26,MONTFROC,10.42,Malveillance,407
Foret,2020-07-21,26,CHATEAUNEUF-SUR-ISERE,3.49,Loisirs (Particuliers),409
Foret,2020-07-21,30,GENERARGUES,0.005,Reprise Incendie,411
Foret,2020-07-21,48,PREVENCHERES,0.001,Foudre,412
Foret,2020-07-22,30,GENERARGUES,0.001,Reprise Incendie,413
Foret,2020-07-22,30,GENERARGUES,0.03,Reprise Incendie,414
Foret,2020-07-22,48,LAJO,0.002,Depot d'Ordures,417
Foret,2020-07-23,84,MURS,0.07,Travaux Agricoles,422
Foret,2020-07-23,4,FORCALQUIER,0.039,Jet D'Objets Incandescents,423
Foret,2020-07-23,4,FORCALQUIER,0.06,Reprise Incendie,424
Foret,2020-07-23,5,REMOLLON,0.96,Travaux (Particuliers),425
Foret,2020-07-23,4,DAUPHIN,0.21,Lignes Electriques,426
Foret,2020-07-23,66,OPOUL-PERILLOS,0.02,Foudre,427
Foret,2020-07-23,5,SAVINES-LE-LAC,0.001,Vehicules,428
Foret,2020-07-24,34,FONTES,0.0621,Jet D'Objets Incandescents,430
Foret,2020-07-24,13,GARDANNE,0.005,Jet D'Objets Incandescents,432
Foret,2020-07-24,66,VINGRAU,0.2,Foudre,433
Foret,2020-07-24,34,PERET,0.9698,Jet D'Objets Incandescents,434
Foret,2020-07-24,6,BOLLENE-VESUBIE (LA),0.02,Foudre,436
Foret,2020-07-24,34,ASSAS,0.0952,Lignes Electriques,439
Foret,2020-07-24,34,PERET,3.0551,Jet D'Objets Incandescents,441
Foret,2020-07-25,13,ROGNAC,0.2,Jet D'Objets Incandescents,442
Foret,2020-07-25,13,ROUSSET,0.2,Vehicules,443
Foret,2020-07-25,5,VENTAVON,4.0,Travaux (Particuliers),444
Foret,2020-07-25,4,CHATEAUFORT,0.0019,Loisirs (Particuliers),445
Foret,2020-07-25,13,SAINT-VICTORET,0.003,Jet D'Objets Incandescents,446
Foret,2020-07-25,13,CHATEAURENARD,0.1,Lignes Electriques,447
Foret,2020-07-25,13,FOS-SUR-MER,0.001,Loisirs (Particuliers),450
Foret,2020-07-26,13,SAINT-REMY-DE-PROVENCE,0.001,Jet D'Objets Incandescents,451
Foret,2020-07-26,2B,VOLPAJOLA,0.01,Malveillance,452
Foret,2020-07-26,4,CHATEAU-ARNOUX-SAINT-AUBAN,0.0031,Loisirs (Particuliers),453
Foret,2020-07-26,66,CORNEILLA-DE-CONFLENT,0.2,Foudre,454
Foret,2020-07-26,2A,ZICAVO,0.0001,Reprise Incendie,456
Foret,2020-07-27,34,MONTPELLIER,0.0027,Involontaire (particulier),458
Foret,2020-07-27,7,DESAIGNES,0.2,Lignes Electriques,460
Foret,2020-07-28,83,HYERES,1.52,Travaux Industriels/Publics,466
Foret,2020-07-28,2A,OLMETO,0.1035,Malveillance,467
Foret,2020-07-28,2A,SERRIERA,0.008,Depot d'Ordures,469
Foret,2020-07-29,34,COURNIOU,0.0168,Foudre,472
Foret,2020-07-29,13,PENNES-MIRABEAU (LES),0.08,Jet D'Objets Incandescents,473
Foret,2020-07-29,2B,GHISONI,0.015,Foudre,475
Foret,2020-07-29,66,BOULOU (LE),1.0,Travaux Industriels/Publics,477
Foret,2020-07-29,4,LURS,2.46,Travaux Industriels/Publics,478
Foret,2020-07-29,26,MONTSEGUR-SUR-LAUZON,0.32,Pyromanie,481
Foret,2020-07-29,30,SAINTE-CECILE-D'ANDORGE,4.163,Malveillance,482
Foret,2020-07-30,30,SAINTE-CECILE-D'ANDORGE,0.002,Malveillance,483
Foret,2020-07-30,30,SAINTE-CECILE-D'ANDORGE,0.002,Malveillance,484
Foret,2020-07-30,30,SAINTE-CECILE-D'ANDORGE,0.3732,Malveillance,485
Foret,2020-07-30,30,SAINTE-CECILE-D'ANDORGE,0.3027,Malveillance,486
Foret,2020-07-30,30,SAINTE-CECILE-D'ANDORGE,0.0025,Malveillance,487
Foret,2020-07-30,30,SAINTE-CECILE-D'ANDORGE,0.9981,Malveillance,488
Foret,2020-07-30,30,SAINTE-CECILE-D'ANDORGE,0.0532,Malveillance,489
Foret,2020-07-30,66,OPOUL-PERILLOS,1.0,Travaux Industriels/Publics,490
Foret,2020-07-30,13,SEPTEMES-LES-VALLONS,0.001,Jet D'Objets Incandescents,494
Foret,2020-07-30,13,AUBAGNE,0.005,Jet D'Objets Incandescents,495
Foret,2020-07-31,13,AIX-EN-PROVENCE,0.001,Lignes Electriques,497
Foret,2020-08-01,83,TOULON,1.0,Loisirs (Particuliers),500
Foret,2020-08-01,4,MOUSTIERS-SAINTE-MARIE,0.002,Jet D'Objets Incandescents,501
Foret,2020-08-01,13,AIX-EN-PROVENCE,1.81,Lignes Electriques,503
Foret,2020-08-01,66,BAGES,0.35,Malveillance,506
Foret,2020-08-01,30,MILHAUD,40.9541,Malveillance,507
Foret,2020-08-01,7,SAINT-MARTIN-DE-VALAMAS,2.0,Foudre,508
Foret,2020-08-01,66,VIVES,0.03,Foudre,509
Foret,2020-08-01,34,MONTBLANC,0.6876,Vehicules,511
Foret,2020-08-01,34,NIZAS,1.0063,Accidentelle,512
Foret,2020-08-01,84,GIGONDAS,0.51,Foudre,513
Foret,2020-08-01,84,SAULT,0.32,Foudre,514
Foret,2020-08-01,34,VENDEMIAN,0.0282,Foudre,515
Foret,2020-08-01,34,FABREGUES,0.0035,Foudre,516
Foret,2020-08-02,2A,APPIETTO,0.18,Vehicules,520
Foret,2020-08-02,13,ROVE (LE),0.001,Loisirs (Particuliers),521
Foret,2020-08-02,7,SAINT-BASILE,0.005,Foudre,522
Foret,2020-08-02,34,MONTADY,1.0434,Travaux (Particuliers),523
Foret,2020-08-02,5,BRIANCON,0.44,Foudre,524
Foret,2020-08-02,6,COARAZE,0.02,Foudre,525
Foret,2020-08-02,30,MILHAUD,0.01,Reprise Incendie,526
Foret,2020-08-02,34,SAINT-PRIVAT,0.1014,Malveillance,530
Foret,2020-08-03,34,TOUR-SUR-ORB (LA),4.0038,Malveillance,531
Foret,2020-08-03,4,SELONNET,0.0001,Foudre,534
Foret,2020-08-03,30,MILHAUD,0.001,Reprise Incendie,535
Foret,2020-08-03,34,PUECH (LE),0.4248,Pyromanie,536
Foret,2020-08-03,13,SEPTEMES-LES-VALLONS,0.0012,Depot d'Ordures,537
Foret,2020-08-03,13,FUVEAU,0.01,Jet D'Objets Incandescents,538
Foret,2020-08-03,66,LANSAC,2.0,Travaux Industriels/Publics,541
Foret,2020-08-03,2B,PIETROSO,0.002,Malveillance,543
Foret,2020-08-03,13,COUDOUX,11.73,Jet D'Objets Incandescents,544
Foret,2020-08-03,66,SAINT-HIPPOLYTE,20.0,Loisirs (Particuliers),546
Foret,2020-08-03,34,CAZOULS-D'HERAULT,1.1622,Accidentelle,547
Foret,2020-08-03,13,MARTIGUES,0.08,Malveillance,548
Foret,2020-08-03,2B,FELICETO,19.44,Malveillance,550
Foret,2020-08-04,83,GRIMAUD,1.9,Malveillance,551
Foret,2020-08-04,13,JOUQUES,0.005,Malveillance,553
Foret,2020-08-04,2B,TAGLIO-ISOLACCIO,0.1,Travaux (Particuliers),556
Foret,2020-08-04,13,BOUILLADISSE (LA),0.02,Jet D'Objets Incandescents,558
Foret,2020-08-04,84,VITROLLES-EN-LUBERON,0.4,Travaux (Particuliers),561
Foret,2020-08-04,13,PORT-DE-BOUC,83.22,Malveillance,562
Foret,2020-08-04,13,CIOTAT (LA),0.36,Jet D'Objets Incandescents,563
Foret,2020-08-04,30,SAINT-ROMAN-DE-CODIERES,0.5,Lignes Electriques,564
Foret,2020-08-04,13,MARTIGUES,0.0989,Malveillance,566
Foret,2020-08-04,13,AUBAGNE,9.16,Travaux Agricoles,567
Foret,2020-08-04,34,SAINT-GELY-DU-FESC,0.1486,Accidentelle,568
Foret,2020-08-05,34,LUNEL,1.8446,Lignes Electriques,573
Foret,2020-08-05,66,SAINT-ESTEVE,1.5,Malveillance,574
Foret,2020-08-05,4,MANOSQUE,0.029,Loisirs (Particuliers),576
Foret,2020-08-05,34,COURNONTERRAL,0.166,Depot d'Ordures,579
Foret,2020-08-05,13,ROGNAC,8.74,Jet D'Objets Incandescents,580
Foret,2020-08-05,2A,PORTO-VECCHIO,0.01,Vehicules,581
Foret,2020-08-05,66,CERET,5.0,Lignes Electriques,583
Foret,2020-08-05,7,SAINTE-MARGUERITE-LAFIGERE,0.3,Lignes Electriques,585
Foret,2020-08-05,84,GOULT,0.02,Vehicules,587
Foret,2020-08-06,84,CADENET,0.09,Malveillance,589
Foret,2020-08-06,34,FONTES,0.7792,Malveillance,590
Foret,2020-08-06,34,AUMELAS,6.7959,Malveillance,591
Foret,2020-08-06,34,FRONTIGNAN,4.363,Vehicules,592
Foret,2020-08-06,13,ROQUE-D'ANTHERON (LA),0.2,Travaux Agricoles,594
Foret,2020-08-06,66,TROUILLAS,1.0,Travaux Industriels/Publics,595
Foret,2020-08-06,4,LAUZET-UBAYE (LE),0.11,Loisirs (Particuliers),596
