Type,Date,Code_Departement,Commune,Area (ha),Cause,ID_new
Foret,2022-01-18,2A,PORTO-VECCHIO,0.001,Travaux Agricoles,2707
Foret,2022-01-18,6,PIERLAS,4.2,Loisirs (Particuliers),2711
Foret,2022-01-20,7,SABLIERES,40.0,Travaux (Particuliers),2718
Foret,2022-01-21,6,TENDE,4.8,Jet D'Objets Incandescents,2720
Foret,2022-01-21,7,CREYSSEILLES,0.6,Lignes Electriques,2721
Foret,2022-01-21,34,SAINT-PRIVAT,2.9299,Malveillance,2723
Foret,2022-01-22,6,COURSEGOULES,0.15,Interet,2726
Foret,2022-01-23,34,MERIFONS,8.2618,Travaux Agricoles,2727
Foret,2022-01-23,13,CUGES-LES-PINS,2.0,Travaux (Particuliers),2728
Foret,2022-01-23,6,CARROS,0.1,Interet,2730
Foret,2022-01-23,13,AIX-EN-PROVENCE,0.02,Travaux (Particuliers),2731
Foret,2022-01-23,13,SAINT-REMY-DE-PROVENCE,0.01,Travaux (Particuliers),2733
Foret,2022-01-24,6,DALUIS,1.2,Travaux (Particuliers),2734
Foret,2022-01-24,4,CHATEAUNEUF-MIRAVAIL,1.5,Travaux (Particuliers),2736
Foret,2022-01-25,66,SERDINYA,1.86,Travaux Industriels/Publics,2737
Foret,2022-01-26,7,GENESTELLE,15.0,Travaux (Particuliers),2739
Foret,2022-01-26,7,MAYRES,0.5,Travaux (Particuliers),2741
Foret,2022-01-26,48,PREVENCHERES,8.0,Travaux Industriels/Publics,2742
Foret,2022-01-26,13,AUBAGNE,0.002,Jet D'Objets Incandescents,2743
Foret,2022-01-27,48,CASSAGNAS,1.0,Travaux (Particuliers),2748
Foret,2022-01-27,66,CERET,0.6,Travaux (Particuliers),2749
Foret,2022-01-27,48,PONT-DE-MONTVERT (LE),20.0,Travaux Agricoles,2751
Foret,2022-01-28,6,CIPIERES,0.15,Interet,2758
Foret,2022-01-28,34,SAINT-JEAN-DE-LA-BLAQUIERE,2.6625,Malveillance,2759
Foret,2022-01-28,2B,VIVARIO,0.02,Malveillance,2761
Foret,2022-01-28,34,POUZOLLES,9.7231,Travaux Forestiers,2762
Foret,2022-01-28,13,MOURIES,0.2,Lignes Electriques,2763
Foret,2022-01-29,66,VILLELONGUE-DE-LA-SALANQUE,1.0,Travaux (Particuliers),2766
Foret,2022-01-29,84,UCHAUX,0.005,Jet D'Objets Incandescents,2767
Foret,2022-01-29,30,MANDAGOUT,0.6376,Travaux (Particuliers),2768
Foret,2022-01-29,48,CULTURES,0.01,Travaux Industriels/Publics,2771
Foret,2022-01-29,48,SAINT-FREZAL-D'ALBUGES,3.0,Travaux (Particuliers),2772
Foret,2022-01-29,2A,APPIETTO,0.005,Travaux (Particuliers),2774
Foret,2022-01-29,48,SAINT-FREZAL-D'ALBUGES,2.0,Travaux Industriels/Publics,2776
Foret,2022-01-29,7,SANILHAC,1.0,Travaux (Particuliers),2777
Foret,2022-01-30,13,AUBAGNE,0.005,Jet D'Objets Incandescents,2779
Foret,2022-01-30,6,ANDON,0.085,Travaux (Particuliers),2782
Foret,2022-01-31,66,BOLQUERE,0.09,Involontaire (particulier),2785
Foret,2022-01-31,7,MALBOSC,0.5,Malveillance,2786
Foret,2022-01-31,83,BARJOLS,0.1,Travaux (Particuliers),2787
Foret,2022-01-31,4,ESPARRON-DE-VERDON,0.19,Travaux Forestiers,2789
Foret,2022-02-01,84,PUYMERAS,0.001,Loisirs (Particuliers),2792
Foret,2022-02-01,48,SAINT-ETIENNE-VALLEE-FRANCAISE,0.15,Travaux Forestiers,2798
Foret,2022-02-01,13,AUBAGNE,0.002,Jet D'Objets Incandescents,2800
Foret,2022-02-01,2B,CAGNANO,0.06,Malveillance,2803
Foret,2022-02-02,34,SAINT-PRIVAT,0.0471,Malveillance,2807
Foret,2022-02-02,2B,ALBERTACCE,0.001,Accidentelle,2809
Foret,2022-02-02,2B,SISCO,0.2,Malveillance,2812
Foret,2022-02-02,2B,CANAVAGGIA,0.2,Malveillance,2813
Foret,2022-02-02,2B,AITI,0.02,Malveillance,2814
Foret,2022-02-03,83,BAUDUEN,4.0,Jet D'Objets Incandescents,2817
Foret,2022-02-03,34,SAINT-JEAN-DE-LA-BLAQUIERE,0.5703,Malveillance,2818
Foret,2022-02-03,2A,CRISTINACCE,0.0001,Reprise Incendie,2819
Foret,2022-02-03,34,CLERMONT-L'HERAULT,1.3496,Travaux Agricoles,2820
Foret,2022-02-04,2A,QUENZA,0.0001,Reprise Incendie,2822
Foret,2022-02-04,4,BRUSQUET (LE),3.93,Travaux Industriels/Publics,2823
Foret,2022-02-04,2A,QUENZA,0.0001,Reprise Incendie,2824
Foret,2022-02-04,2A,SAN-GAVINO-DI-CARBINI,0.0001,Travaux (Particuliers),2825
Foret,2022-02-05,66,CARAMANY,1.0,Travaux (Particuliers),2826
Foret,2022-02-05,48,PONT-DE-MONTVERT (LE),1.0,Travaux (Particuliers),2828
Foret,2022-02-06,48,VIALAS,0.01,Travaux Industriels/Publics,2834
Foret,2022-02-06,2B,MONTEGROSSO,0.5,Malveillance,2835
Foret,2022-02-06,83,DRAGUIGNAN,0.02,Travaux (Particuliers),2837
Foret,2022-02-06,13,LAMBESC,0.01,Travaux (Particuliers),2838
Foret,2022-02-07,13,NOVES,0.01,Travaux (Particuliers),2842
Foret,2022-02-07,6,SERANON,0.07,Travaux Industriels/Publics,2843
Foret,2022-02-07,5,BREZIERS,0.96,Travaux Agricoles,2844
Foret,2022-02-07,4,VAUMEILH,1.02,Travaux Forestiers,2845
Foret,2022-02-07,4,ROUMOULES,0.02,Jet D'Objets Incandescents,2847
Foret,2022-02-08,4,FAUCON-DE-BARCELONNETTE,9.7,Travaux (Particuliers),2849
Foret,2022-02-08,83,LORGUES,0.15,Jet D'Objets Incandescents,2850
Foret,2022-02-08,34,SAINT-PRIVAT,2.0,Involontaire (particulier),2851
Foret,2022-02-08,2A,FIGARI,0.001,Travaux Agricoles,2853
Foret,2022-02-08,4,MANOSQUE,0.08,Loisirs (Particuliers),2857
Foret,2022-02-08,6,GORBIO,0.015,Loisirs (Particuliers),2859
Foret,2022-02-09,2A,SAN-GAVINO-DI-CARBINI,0.002,Travaux (Particuliers),2860
Foret,2022-02-09,6,NICE,0.035,Involontaire (particulier),2861
Foret,2022-02-09,30,MANDAGOUT,0.0036,Travaux (Particuliers),2862
Foret,2022-02-09,4,SISTERON,6.23,Travaux (Particuliers),2864
Foret,2022-02-09,5,BATIE-MONTSALEON (LA),0.019,Jet D'Objets Incandescents,2865
Foret,2022-02-09,48,SAINT-LAURENT-DE-TREVES,3.0,Travaux Forestiers,2866
Foret,2022-02-09,34,MONTAGNAC,0.3361,Malveillance,2869
Foret,2022-02-10,6,LANTOSQUE,0.04,Travaux Agricoles,2870
Foret,2022-02-10,4,CASTELLANE,28.94,Travaux (Particuliers),2873
Foret,2022-02-10,5,LAZER,0.29,Travaux Agricoles,2874
Foret,2022-02-10,5,SERRES,0.15,Involontaire (particulier),2875
Foret,2022-02-10,13,SAINT-MARTIN-DE-CRAU,0.005,Travaux (Particuliers),2878
Foret,2022-02-11,13,PEYPIN,0.01,Depot d'Ordures,2880
Foret,2022-02-11,2B,CORSCIA,10.0,Malveillance,2881
Foret,2022-02-12,48,SAINT-JULIEN-D'ARPAON,1.0,Autres,2885
Foret,2022-02-12,83,CABASSE,0.02,Travaux Forestiers,2886
Foret,2022-02-12,2B,FARINOLE,0.025,Accidentelle,2887
Foret,2022-02-12,2B,SAN-GIOVANNI-DI-MORIANI,0.3,Malveillance,2888
Foret,2022-02-12,48,CUBIERES,2.0,Travaux Forestiers,2889
Foret,2022-02-12,13,CHATEAUNEUF-LE-ROUGE,0.0015,Jet D'Objets Incandescents,2890
Foret,2022-02-12,2B,SISCO,0.03,Malveillance,2892
Foret,2022-02-12,2B,SISCO,0.08,Malveillance,2893
Foret,2022-02-12,2B,PIOGGIOLA,0.02,Malveillance,2894
Foret,2022-02-13,2B,BIGORNO,0.01,Malveillance,2902
Foret,2022-02-13,6,ROQUEBILLIERE,1.3,Interet,2903
Foret,2022-02-13,13,TRETS,0.2,Travaux (Particuliers),2904
Foret,2022-02-15,13,CABRIES,0.0005,Loisirs (Particuliers),2907
Foret,2022-02-16,13,GREASQUE,0.0005,Malveillance,2908
Foret,2022-02-18,7,SAINT-CLEMENT,6.0,Travaux (Particuliers),2911
Foret,2022-02-18,83,AUPS,0.25,Travaux (Particuliers),2912
Foret,2022-02-19,5,EOURRES,1.05,Loisirs (Particuliers),2914
Foret,2022-02-19,34,MURVIEL-LES-BEZIERS,0.5423,Travaux Forestiers,2915
Foret,2022-02-20,66,VINCA,0.25,Travaux (Particuliers),2916
Foret,2022-02-20,6,LANTOSQUE,0.5,Interet,2917
Foret,2022-02-20,6,CIPIERES,0.04,Interet,2918
Foret,2022-02-21,66,CERET,0.765,Interet,2923
Foret,2022-02-21,83,SAINT-RAPHAËL,1.0,Lignes Electriques,2924
Foret,2022-02-21,2B,SANT'ANDREA-DI-BOZIO,3.0,Malveillance,2925
Foret,2022-02-21,7,JAUJAC,0.1,Lignes Electriques,2926
Foret,2022-02-22,34,VILLEVEYRAC,1.0895,Travaux Forestiers,2928
Foret,2022-02-22,4,CASTELLET-LES-SAUSSES,3.69,Jet D'Objets Incandescents,2930
Foret,2022-02-23,2B,PIOGGIOLA,0.2,Malveillance,2931
Foret,2022-02-23,13,VELAUX,0.2,Travaux (Particuliers),2933
Foret,2022-02-23,2B,CASTELLO-DI-ROSTINO,0.7,Conflit,2934
Foret,2022-02-23,2B,CASTELLO-DI-ROSTINO,0.7,Conflit,2935
Foret,2022-02-23,6,LANTOSQUE,0.25,Interet,2936
Foret,2022-02-23,2A,CALCATOGGIO,0.1,Interet,2937
Foret,2022-02-23,66,AYGUATEBIA-TALAU,0.03,Travaux (Particuliers),2939
Foret,2022-02-23,2A,CASAGLIONE,0.005,Lignes Electriques,2940
Foret,2022-02-23,7,CHAZEAUX,0.5,Travaux Agricoles,2941
Foret,2022-02-23,6,CONTES,0.05,Travaux (Particuliers),2942
Foret,2022-02-23,66,BAHO,1.0,Malveillance,2943
Foret,2022-02-24,2B,PIOGGIOLA,10.0,Malveillance,2947
Foret,2022-02-24,2A,TAVERA,0.005,Malveillance,2950
Foret,2022-02-24,2A,AULLENE,38.77,Interet,2951
Foret,2022-02-25,13,ROQUE-D'ANTHERON (LA),1.0,Travaux Agricoles,2952
Foret,2022-02-25,2B,OGLIASTRO,0.02,Malveillance,2953
Foret,2022-02-25,5,AIGUILLES,0.65,Loisirs (Particuliers),2955
Foret,2022-02-25,7,PAYZAC,0.5,Jet D'Objets Incandescents,2957
Foret,2022-02-25,13,EYGUIERES,0.003,Travaux Agricoles,2958
Foret,2022-02-25,34,SAINT-JEAN-DE-LA-BLAQUIERE,2.8877,Malveillance,2959
Foret,2022-02-25,34,SAINT-JEAN-DE-LA-BLAQUIERE,4.1039,Malveillance,2960
Foret,2022-02-25,83,ROQUEBRUNE-SUR-ARGENS,0.002,Jet D'Objets Incandescents,2961
Foret,2022-02-25,83,SALERNES,0.05,Travaux (Particuliers),2964
Foret,2022-02-26,2B,SPELONCATO,8.0,Conflit,2966
Foret,2022-02-26,13,VENTABREN,0.006,Travaux Agricoles,2967
Foret,2022-02-26,13,PARADOU,0.1,Travaux Agricoles,2968
Foret,2022-02-26,13,VAUVENARGUES,0.0005,Jet D'Objets Incandescents,2969
Foret,2022-02-26,48,SAINT-SAUVEUR-DE-PEYRE,0.04,Travaux Forestiers,2970
Foret,2022-02-26,6,ROURET (LE),0.1,Travaux (Particuliers),2971
Foret,2022-02-26,13,VITROLLES,0.02,Travaux Agricoles,2972
Foret,2022-02-26,6,VALDEBLORE,7.0,Travaux (Particuliers),2974
Foret,2022-02-26,2B,LORETO-DI-CASINCA,25.0,Malveillance,2975
Foret,2022-02-26,34,SAINT-JEAN-DE-LA-BLAQUIERE,2.1073,Malveillance,2976
Foret,2022-02-26,7,SAINT-ETIENNE-DE-SERRE,3.0,Travaux Agricoles,2977
Foret,2022-02-26,5,SALLE-LES-ALPES (LA),0.1,Malveillance,2978
Foret,2022-02-26,7,ROUX (LE),25.0,Travaux (Particuliers),2979
Foret,2022-02-26,2A,ZONZA,0.0001,Travaux (Particuliers),2980
Foret,2022-02-26,13,TRETS,0.01,Travaux Agricoles,2981
Foret,2022-02-27,34,AUMELAS,2.15,Conflit,2982
Foret,2022-02-27,5,EMBRUN,0.63,Travaux Agricoles,2983
Foret,2022-02-27,5,BRUIS,0.3091,Travaux (Particuliers),2984
Foret,2022-02-27,48,RIEUTORT-DE-RANDON,2.2,Travaux Industriels/Publics,2986
Foret,2022-02-28,48,SAINT-PRIVAT-DE-VALLONGUE,1.0,Travaux Forestiers,2989
Foret,2022-02-28,6,COURSEGOULES,0.5,Interet,2992
Foret,2022-02-28,13,ROGNES,0.01,Travaux (Particuliers),2994
Foret,2022-03-01,6,SAINT-SAUVEUR-SUR-TINEE,0.004,Malveillance,2995
Foret,2022-03-01,48,SAINT-DENIS-EN-MARGERIDE,6.0,Travaux Industriels/Publics,2996
Foret,2022-03-01,48,MONTBEL,2.0,Travaux Industriels/Publics,2997
Foret,2022-03-01,13,MOURIES,0.002,Travaux (Particuliers),3001
Foret,2022-03-01,6,COURSEGOULES,0.02,Malveillance,3002
Foret,2022-03-02,4,MANOSQUE,0.005,Travaux (Particuliers),3004
Foret,2022-03-04,5,GUILLESTRE,0.3724,Travaux Agricoles,3013
Foret,2022-03-04,34,CEBAZAN,0.4571,Malveillance,3014
Foret,2022-03-04,4,MALLEMOISSON,0.24,Jet D'Objets Incandescents,3016
Foret,2022-03-04,13,PUY-SAINTE-REPARADE (LE),0.005,Travaux (Particuliers),3017
Foret,2022-03-04,13,MIMET,0.02,Travaux (Particuliers),3018
Foret,2022-03-05,7,MARIAC,4.5,Travaux (Particuliers),3021
Foret,2022-03-06,48,BANASSAC,2.0,Travaux Industriels/Publics,3027
Foret,2022-03-06,48,CHIRAC,5.0,Travaux Industriels/Publics,3029
Foret,2022-03-07,34,THEZAN-LES-BEZIERS,0.0706,Malveillance,3030
Foret,2022-03-07,4,SIMIANE-LA-ROTONDE,0.79,Jet D'Objets Incandescents,3031
Foret,2022-03-07,5,EMBRUN,0.09,Jet D'Objets Incandescents,3033
Foret,2022-03-07,48,MARVEJOLS,1.0,Travaux Agricoles,3035
Foret,2022-03-07,48,MALZIEU-VILLE (LE),1.0,Travaux Industriels/Publics,3038
Foret,2022-03-07,83,SALERNES,0.07,Travaux Forestiers,3039
Foret,2022-03-07,48,CHASSERADES,6.0,Travaux (Particuliers),3040
Foret,2022-03-08,13,LANCON-PROVENCE,0.2,Travaux (Particuliers),3044
Foret,2022-03-08,13,ISTRES,0.2,Malveillance,3046
Foret,2022-03-09,13,ISTRES,0.02,Travaux (Particuliers),3050
Foret,2022-03-09,83,FLAYOSC,0.15,Travaux Agricoles,3051
Foret,2022-03-09,2A,AJACCIO,3.8,Interet,3052
Foret,2022-03-09,2A,TAVERA,0.0015,Travaux Agricoles,3054
Foret,2022-03-10,2A,BOCOGNANO,0.055,Depot d'Ordures,3056
Foret,2022-03-10,5,FREISSINIERES,0.3,Jet D'Objets Incandescents,3058
Foret,2022-03-11,83,LORGUES,0.05,Travaux (Particuliers),3062
Foret,2022-03-11,2A,AJACCIO,0.28,Interet,3063
Foret,2022-03-12,4,HOSPITALET (L'),0.9,Travaux Industriels/Publics,3064
Foret,2022-03-12,4,REVEST-DES-BROUSSES,1.18,Jet D'Objets Incandescents,3066
Foret,2022-03-12,2A,BASTELICA,0.0825,Malveillance,3068
Foret,2022-03-12,2A,ALATA,0.003,Travaux Forestiers,3069
Foret,2022-03-12,4,ONGLES,0.07,Jet D'Objets Incandescents,3070
Foret,2022-03-12,4,MURE-ARGENS (LA),1.82,Lignes Electriques,3071
Foret,2022-03-14,13,ROGNES,0.01,Travaux (Particuliers),3077
Foret,2022-03-14,2A,APPIETTO,0.0001,Travaux Forestiers,3078
Foret,2022-03-16,4,DIGNE-LES-BAINS,0.43,Pyromanie,3081
Foret,2022-03-17,2A,LORETO-DI-TALLANO,0.003,Travaux (Particuliers),3083
Foret,2022-03-19,13,PUY-SAINTE-REPARADE (LE),0.2,Travaux (Particuliers),3087
Foret,2022-03-21,6,RIMPLAS,0.5,Travaux (Particuliers),3090
Foret,2022-03-21,13,ROGNES,0.01,Travaux (Particuliers),3092
Foret,2022-03-22,2A,UCCIANI,0.78,Travaux Forestiers,3093
Foret,2022-03-22,83,POURRIERES,0.04,Jet D'Objets Incandescents,3094
Foret,2022-03-22,83,AUPS,1.15,Loisirs (Particuliers),3095
Foret,2022-03-22,5,ROCHE-DE-RAME (LA),0.1,Travaux Forestiers,3096
Foret,2022-03-22,13,CASSIS,0.562,Malveillance,3099
Foret,2022-03-22,7,BURZET,2.0,Travaux Agricoles,3100
Foret,2022-03-23,13,ROGNES,0.45,Jet D'Objets Incandescents,3101
Foret,2022-03-23,13,PENNES-MIRABEAU (LES),0.2,Malveillance,3103
Foret,2022-03-23,83,SALERNES,0.3,Travaux Industriels/Publics,3104
Foret,2022-03-24,13,PARADOU,0.0005,Travaux (Particuliers),3105
Foret,2022-03-24,6,SIGALE,2.9,Travaux (Particuliers),3107
Foret,2022-03-24,6,VALDEBLORE,39.64,Travaux Forestiers,3108
Foret,2022-03-24,5,ANCELLE,33.9545,Pyromanie,3109
Foret,2022-03-24,13,MARTIGUES,0.1,Travaux (Particuliers),3110
Foret,2022-03-24,5,SAINT-JULIEN-EN-CHAMPSAUR,3.57,Malveillance,3112
Foret,2022-03-24,48,VIGNES (LES),4.0,Travaux (Particuliers),3113
Foret,2022-03-24,83,TAVERNES,0.03,Travaux Forestiers,3114
Foret,2022-03-24,84,TOUR-D'AIGUES (LA),0.35,Reprise Incendie,3115
Foret,2022-03-24,83,BARGEMON,2.0,Travaux Forestiers,3117
Foret,2022-03-24,5,CHAUFFAYER,0.011,Pyromanie,3121
Foret,2022-03-24,5,SAINT-EUSEBE-EN-CHAMPSAUR,3.8008,Malveillance,3122
Foret,2022-03-24,48,GRANDRIEU,1.0,Travaux Agricoles,3126
Foret,2022-03-24,6,ROQUEBILLIERE,0.5,Autres Installations,3127
Foret,2022-03-24,34,SAINT-NAZAIRE-DE-LADAREZ,6.3576,Interet,3131
Foret,2022-03-24,13,PEYNIER,0.0005,Travaux (Particuliers),3132
Foret,2022-03-24,48,SERVIERES,2.0,Travaux Agricoles,3134
Foret,2022-03-25,83,DRAGUIGNAN,0.03,Lignes Electriques,3138
Foret,2022-03-25,7,CHEYLARD (LE),1.5,Travaux Agricoles,3141
Foret,2022-03-25,48,JAVOLS,0.8,Travaux Industriels/Publics,3143
Foret,2022-03-25,7,ANNONAY,1.5,Travaux Agricoles,3145
Foret,2022-03-25,83,VARAGES,0.1,Travaux (Particuliers),3146
Foret,2022-03-25,48,VILLEDIEU (LA),0.5,Travaux Forestiers,3147
Foret,2022-03-25,5,NOYER (LE),0.024,Malveillance,3148
Foret,2022-03-25,7,ROCHESSAUVE,0.5,Travaux Agricoles,3149
Foret,2022-03-25,2A,FORCIOLO,7.3,Travaux Agricoles,3151
Foret,2022-03-25,5,ROCHETTE (LA),0.0208,Malveillance,3152
Foret,2022-03-26,48,GRANDRIEU,0.3,Travaux Forestiers,3156
Foret,2022-03-26,5,MOTTE-EN-CHAMPSAUR (LA),44.6427,Pyromanie,3159
Foret,2022-03-26,4,BARCELONNETTE,41.75,Jet D'Objets Incandescents,3160
Foret,2022-03-26,13,AUBAGNE,12.0,Jet D'Objets Incandescents,3161
Foret,2022-03-26,2B,CASTIFAO,0.008,Malveillance,3164
Foret,2022-03-26,2A,AULLENE,0.5,Malveillance,3165
Foret,2022-03-26,83,SAINT-ANTONIN-DU-VAR,0.07,Travaux (Particuliers),3170
Foret,2022-03-27,6,UTELLE,1.8,Interet,3174
Foret,2022-03-27,13,FUVEAU,0.001,Travaux (Particuliers),3176
Foret,2022-03-27,5,LAYE,0.0035,Malveillance,3177
Foret,2022-03-27,5,CROTS,0.873,Loisirs (Particuliers),3178
Foret,2022-03-27,83,SEILLANS,177.17,Autres Installations,3179
Foret,2022-03-27,48,SAINT-PIERRE-DE-NOGARET,1.5,Travaux Industriels/Publics,3184
Foret,2022-03-27,2A,TAVERA,3.5,Malveillance,3186
Foret,2022-03-28,13,PENNES-MIRABEAU (LES),0.05,Conflit,3188
Foret,2022-03-28,2A,ZICAVO,197.52,Travaux Agricoles,3191
Foret,2022-03-28,83,ENTRECASTEAUX,3.01,Travaux (Particuliers),3192
Foret,2022-03-28,83,MAYONS (LES),2.5,Travaux (Particuliers),3196
Foret,2022-03-28,4,MONTCLAR,0.01,Jet D'Objets Incandescents,3199
Foret,2022-03-28,13,GRANS,0.005,Travaux (Particuliers),3201
Foret,2022-03-29,6,DRAP,0.05,Loisirs (Particuliers),3206
Foret,2022-03-29,6,SAORGE,0.55,Loisirs (Particuliers),3207
Foret,2022-03-29,4,SIGONCE,0.19,Jet D'Objets Incandescents,3208
Foret,2022-03-31,13,AIX-EN-PROVENCE,0.05,Travaux (Particuliers),3211
Foret,2022-04-01,13,ALLEINS,0.001,Travaux (Particuliers),3212
Foret,2022-04-01,13,GRANS,0.04,Travaux (Particuliers),3215
Foret,2022-04-03,13,AIX-EN-PROVENCE,0.3,Depot d'Ordures,3218
Foret,2022-04-03,13,AIX-EN-PROVENCE,0.06,Travaux (Particuliers),3220
Foret,2022-04-04,30,FONTANES,0.2799,Accidentelle,3221
Foret,2022-04-04,7,SAINT-BARTHELEMY-LE-MEIL,1.5,Travaux Agricoles,3222
Foret,2022-04-04,13,GEMENOS,0.015,Travaux (Particuliers),3224
Foret,2022-04-04,66,CASTELNOU,0.06,Travaux (Particuliers),3225
Foret,2022-04-05,13,MARTIGUES,0.003,Travaux (Particuliers),3228
Foret,2022-04-05,13,GRANS,0.01,Travaux (Particuliers),3230
Foret,2022-04-05,30,MONTFRIN,0.435,Travaux Forestiers,3231
Foret,2022-04-06,13,AUBAGNE,0.001,Jet D'Objets Incandescents,3233
Foret,2022-04-08,2B,SPELONCATO,120.0,Interet,3240
Foret,2022-04-08,4,ROCHETTE (LA),86.71,Pyromanie,3241
Foret,2022-04-09,83,FIGANIERES,1.0,Lignes Electriques,3244
Foret,2022-04-09,83,COMPS-SUR-ARTUBY,27.3,Travaux (Particuliers),3245
Foret,2022-04-09,2A,CONCA,0.3,Malveillance,3246
Foret,2022-04-10,13,FUVEAU,0.11,Malveillance,3251
Foret,2022-04-10,83,PONTEVES,0.06,Jet D'Objets Incandescents,3252
Foret,2022-04-10,7,MALARCE-SUR-LA-THINES,4.0,Travaux (Particuliers),3253
Foret,2022-04-10,6,COLOMARS,0.04,Travaux (Particuliers),3254
Foret,2022-04-11,66,RABOUILLET,3.06,Travaux Agricoles,3257
Foret,2022-04-11,83,TOURVES,0.1,Jet D'Objets Incandescents,3258
Foret,2022-04-12,83,CRAU (LA),0.005,Travaux Industriels/Publics,3259
Foret,2022-04-12,2B,CAGNANO,40.0,Malveillance,3260
Foret,2022-04-12,7,SAINT-PIERREVILLE,0.2,Travaux Agricoles,3263
Foret,2022-04-12,4,SAINT-LIONS,0.015,Jet D'Objets Incandescents,3264
Foret,2022-04-12,13,LAMBESC,0.004,Travaux (Particuliers),3266
Foret,2022-04-14,13,VELAUX,0.15,Travaux (Particuliers),3272
Foret,2022-04-14,83,FLAYOSC,0.05,Travaux (Particuliers),3273
Foret,2022-04-14,13,ROQUEVAIRE,0.02,Travaux (Particuliers),3274
Foret,2022-04-14,30,SUMENE,19.0184,Accidentelle,3275
Foret,2022-04-15,4,VILLENEUVE,0.67,Travaux Agricoles,3280
Foret,2022-04-15,13,SEPTEMES-LES-VALLONS,0.08,Loisirs (Particuliers),3282
Foret,2022-04-16,7,BANNE,0.7,Travaux (Particuliers),3283
Foret,2022-04-17,30,SAINT-LAURENT-DES-ARBRES,0.035,Accidentelle,3293
Foret,2022-04-17,83,VARAGES,2.0,Travaux (Particuliers),3296
Foret,2022-04-18,4,BANON,5.97,Loisirs (Particuliers),3304
Foret,2022-04-28,66,PASSA,0.05,Travaux Agricoles,3322
Foret,2022-04-30,83,CUERS,0.2,Malveillance,3327
Foret,2022-05-01,66,ESTAGEL,0.06,Malveillance,3332
Foret,2022-05-01,13,PUY-SAINTE-REPARADE (LE),0.1,Travaux Industriels/Publics,3333
Foret,2022-05-02,13,ROQUEVAIRE,0.002,Vehicules,3335
Foret,2022-05-02,4,MOUSTIERS-SAINTE-MARIE,0.15,Foudre,3336
Foret,2022-05-07,34,PUECHABON,1.7293,Travaux (Particuliers),3343
Foret,2022-05-07,30,PLANTIERS (LES),0.305,Accidentelle,3344
Foret,2022-05-08,7,VALS-LES-BAINS,0.4,Travaux (Particuliers),3345
Foret,2022-05-10,6,LANTOSQUE,0.1,Interet,3346
Foret,2022-05-10,13,ENSUES-LA-REDONNE,0.015,Jet D'Objets Incandescents,3348
Foret,2022-05-11,5,CHANOUSSE,0.0025,Vehicules,3352
Foret,2022-05-12,13,AIX-EN-PROVENCE,1.44,Vehicules,3353
Foret,2022-05-14,13,MARTIGUES,0.003,Jet D'Objets Incandescents,3356
Foret,2022-05-15,13,SALON-DE-PROVENCE,0.0005,Travaux Industriels/Publics,3357
Foret,2022-05-15,34,PIGNAN,0.25,Malveillance,3360
Foret,2022-05-15,66,TAUTAVEL,0.03,Accidentelle,3361
Foret,2022-05-16,13,ISTRES,4.0,Chemin De Fer,3363
Foret,2022-05-17,13,MARTIGUES,0.005,Malveillance,3366
Foret,2022-05-17,34,SAINT-PARGOIRE,0.3751,Malveillance,3367
Foret,2022-05-17,83,COLLOBRIERES,0.1,Travaux Forestiers,3368
Foret,2022-05-18,66,OPOUL-PERILLOS,8.0,Involontaire (travaux),3370
Foret,2022-05-19,13,AIX-EN-PROVENCE,0.005,Malveillance,3373
Foret,2022-05-19,13,TRETS,0.035,Malveillance,3374
Foret,2022-05-20,13,PEYNIER,0.015,Malveillance,3380
Foret,2022-05-20,7,LAURAC-EN-VIVARAIS,28.55,Autres imprudences,3382
Foret,2022-05-21,66,BASTIDE (LA),0.2,Travaux (Particuliers),3388
Foret,2022-05-21,13,ROQUEVAIRE,0.005,Travaux (Particuliers),3389
Foret,2022-05-21,83,LORGUES,0.04,Malveillance,3390
Foret,2022-05-22,13,TRETS,0.0005,Loisirs (Particuliers),3392
Foret,2022-05-23,13,PENNES-MIRABEAU (LES),2.0,Travaux (Particuliers),3395
Foret,2022-05-23,83,FREJUS,0.2,Malveillance,3396
Foret,2022-05-24,66,TAUTAVEL,0.032,Malveillance,3397
Foret,2022-05-24,4,SISTERON,0.05,Malveillance,3399
Foret,2022-05-26,66,TAUTAVEL,0.1266,Malveillance,3403
Foret,2022-05-26,30,SAINT-ANDRE-DE-MAJENCOULES,3.442,Conflit,3404
Foret,2022-05-26,34,SAINT-PRIVAT,0.1983,Malveillance,3406
Foret,2022-05-28,6,TOURRETTE-LEVENS,0.04,Loisirs (Particuliers),3411
Foret,2022-05-28,13,ROVE (LE),0.0005,Travaux Forestiers,3412
Foret,2022-05-28,13,ROGNAC,0.1,Depot d'Ordures,3414
Foret,2022-05-28,7,UCEL,0.03,Malveillance,3415
Foret,2022-05-28,34,PIGNAN,0.02,Malveillance,3417
Foret,2022-05-29,66,MILLAS,0.46,Malveillance,3418
Foret,2022-05-29,30,MILHAUD,0.7477,Jet D'Objets Incandescents,3420
Foret,2022-05-29,13,PENNES-MIRABEAU (LES),0.05,Travaux (Particuliers),3421
Foret,2022-05-29,83,LORGUES,0.0002,Reprise Incendie,3427
Foret,2022-05-29,66,SAINTE-MARIE,2.0,Jet D'Objets Incandescents,3429
